plant_type,soil_type,pot_size,growth_stage,moisture,temperature,humidity,light,sunlight_hours,time_since_last_water,watering_frequency,water_needed,health_score
Aloe Vera,clay,small,young,31.1,36.5,53.9,811.4,7.4,50.2,1,1,77.7
Aloe Vera,clay,medium,mature,19.3,26.7,85.1,998.4,8.8,32.2,1,0,87.8
Monstera,clay,medium,mature,59.4,26.4,72.94780559789773,335.2,5.5,15.6,3,0,99.5
Monstera,loamy,large,seedling,45.5,26.1,62.17434771265327,166.2,3.1,26.2,4,1,100.0
Fern,clay,large,mature,55.3,32.0,89.59081565023513,185.3,2.4,14.2,5,0,100.0
Spider Plant,loamy,medium,seedling,22.3,18.5,50.5,1065.9,8.7,31.0,1,0,87.6
Money Plant,clay,medium,seedling,73.7,33.0,88.8,444.8,4.4,26.0,3,0,93.1
Monstera,clay,small,mature,63.9,29.4,88.6693381274483,156.6,2.2,26.2,5,0,100.0
Monstera,clay,medium,mature,58.3,37.2,88.04970407155758,427.2,5.8,40.2,4,0,94.7
Aloe Vera,sandy,medium,mature,23.5,26.1,92.9,632.4,7.7,59.1,1,0,86.1
Money Plant,clay,large,mature,65.2,17.1,60.2,323.8,4.9,6.4,2,0,94.1
Areca Palm,loamy,medium,seedling,50.1,17.2,75.3,466.8,4.7,63.9,2,0,82.8
Jade Plant,loamy,small,seedling,16.5,30.4,54.4,1130.0,9.8,70.8,1,0,90.5
Money Plant,sandy,small,young,41.6,23.6,78.4,410.8,4.3,14.7,2,0,95.4
Spider Plant,clay,small,seedling,41.0,29.1,38.3,1164.3,7.5,31.2,1,0,90.0
Money Plant,sandy,small,mature,51.0,30.4,41.5,583.1,5.6,71.6,3,0,95.6
Fern,loamy,small,mature,61.2,21.8,91.7,190.6,3.6,29.1,3,0,100.0
Monstera,sandy,large,seedling,71.7,27.5,70.28811623545123,421.4,5.0,21.0,3,0,97.8
Spider Plant,clay,medium,seedling,21.8,20.9,70.4,959.6,7.8,31.3,1,0,97.4
Jade Plant,loamy,medium,mature,17.0,17.1,73.5,781.4,9.3,43.9,1,0,71.7
Spider Plant,loamy,medium,mature,22.8,17.0,90.3,941.4,8.9,50.6,1,0,87.5
Peace Lily,clay,medium,young,68.3,22.2,92.95419324443392,537.7,4.5,42.0,3,0,95.1
Fern,loamy,medium,young,60.2,32.6,94.85998897458416,587.6,4.1,8.8,5,0,100.0
Tulsi,sandy,large,seedling,58.1,20.6,79.0,415.1,4.4,35.3,4,0,96.9
Money Plant,sandy,medium,seedling,65.6,20.3,74.5,502.6,6.9,4.6,2,0,100.0
Areca Palm,clay,large,mature,44.1,37.2,59.7,398.4,6.4,27.7,3,1,93.0
Peace Lily,loamy,medium,mature,79.2,24.2,88.89861463040087,177.1,3.8,48.7,4,0,95.5
Peace Lily,clay,small,mature,74.3,18.0,74.85221776470422,582.2,4.6,19.0,5,0,100.0
Aloe Vera,sandy,medium,seedling,29.5,23.5,32.5,1129.7,7.4,57.6,1,0,96.8
Money Plant,clay,small,seedling,52.4,37.6,60.7,559.6,6.1,9.9,3,0,77.5
Snake Plant,loamy,large,seedling,40.0,28.1,61.9,845.3,8.0,45.2,1,0,97.4
Peace Lily,loamy,medium,seedling,81.2,27.5,89.1534483544765,450.2,4.8,66.9,3,0,100.0
Spider Plant,loamy,small,seedling,41.8,34.6,72.0,677.3,7.9,14.7,1,1,86.0
Spider Plant,sandy,large,mature,45.3,29.2,30.4,345.3,4.2,43.4,1,0,100.0
Peace Lily,clay,large,young,58.3,28.3,78.7,441.9,5.4,50.6,5,0,98.5
Jade Plant,clay,small,seedling,31.3,33.4,40.1,716.2,8.0,22.5,1,1,93.7
Areca Palm,clay,large,mature,35.1,31.5,33.6,525.4,4.0,64.6,2,1,89.8
Snake Plant,clay,large,mature,52.0,25.5,48.7,599.5,4.6,17.2,2,0,100.0
Money Plant,clay,small,seedling,44.0,29.0,56.0,427.5,4.5,25.3,2,0,100.0
Tulsi,sandy,small,young,47.6,17.0,54.0,528.9,4.1,18.0,4,0,88.3
Peace Lily,sandy,medium,young,69.5,36.6,87.6,111.5,3.9,32.7,4,0,88.1
Money Plant,sandy,medium,mature,71.9,34.4,89.2,427.9,5.5,0.2,4,0,99.6
Snake Plant,sandy,small,seedling,28.0,31.0,31.4,1183.1,8.1,26.3,1,0,93.0
Jade Plant,sandy,large,seedling,11.8,15.4,85.6,949.7,7.1,23.0,1,0,60.8
Spider Plant,clay,medium,seedling,22.2,35.6,65.7,736.3,7.5,10.6,1,1,76.8
Monstera,clay,large,mature,71.8,33.0,69.0,244.1,2.1,21.9,5,0,100.0
Snake Plant,clay,large,young,27.0,27.5,27.3,714.2,7.0,28.2,1,0,98.7
Aloe Vera,sandy,medium,seedling,18.4,32.6,25.5,1019.9,9.1,13.9,1,0,92.0
Money Plant,sandy,large,mature,65.7,35.7,33.4,578.7,4.7,2.4,3,0,91.5
Snake Plant,clay,small,mature,47.3,21.2,29.3,1124.3,7.5,12.2,2,0,100.0
Aloe Vera,sandy,large,mature,22.0,32.1,31.5,824.5,9.4,38.1,1,0,99.5
Jade Plant,clay,medium,seedling,32.3,23.2,31.6,506.8,6.9,40.5,1,0,95.3
Snake Plant,sandy,large,young,37.5,31.6,87.5,928.9,7.0,17.8,2,0,100.0
Areca Palm,loamy,small,young,55.6,21.6,60.0,516.8,6.4,3.1,4,0,98.5
Monstera,clay,small,mature,77.6,22.7,60.75089900373026,288.1,4.0,27.5,4,0,98.7
Jade Plant,clay,medium,seedling,29.4,35.0,57.8,688.3,7.3,67.8,1,1,71.8
Snake Plant,loamy,large,seedling,53.9,24.4,78.2,1091.4,7.9,4.7,2,0,100.0
Fern,sandy,large,seedling,80.0,15.6,75.26018551994342,229.9,2.0,42.4,3,0,83.4
Money Plant,loamy,small,mature,42.1,25.7,28.4,421.9,5.5,12.1,2,0,95.2
Fern,clay,medium,young,48.1,34.6,80.60343527231444,177.1,2.5,9.3,5,1,100.0
Snake Plant,loamy,medium,young,37.2,29.9,79.1,308.5,5.5,35.3,2,0,97.0
Peace Lily,loamy,medium,young,46.5,31.0,88.61024082342797,170.8,2.6,58.7,5,1,88.4
Aloe Vera,clay,medium,seedling,21.5,34.7,76.1,875.7,9.0,20.3,1,1,75.3
Jade Plant,sandy,medium,seedling,13.8,16.1,50.0,1127.6,9.0,52.0,1,0,79.2
Areca Palm,sandy,medium,mature,34.4,17.8,34.2,452.9,5.5,68.0,4,1,72.8
Areca Palm,loamy,small,young,58.6,34.9,68.0,496.4,6.8,22.1,4,0,100.0
Peace Lily,clay,large,mature,52.0,28.6,87.05574457543625,483.5,5.4,4.4,3,1,98.8
Monstera,clay,large,mature,64.3,17.8,63.116634710884874,217.1,3.7,13.6,5,0,88.7
Money Plant,sandy,large,seedling,56.7,20.6,63.9,418.0,5.0,9.5,2,0,100.0
Areca Palm,clay,small,seedling,51.2,22.6,48.2,479.5,4.2,19.9,2,0,100.0
Areca Palm,clay,medium,mature,40.7,17.8,38.0,476.8,6.6,20.9,4,0,88.7
Areca Palm,sandy,large,seedling,42.4,33.4,34.6,453.2,5.9,24.2,3,1,94.3
Aloe Vera,loamy,large,young,18.0,30.8,81.8,986.5,9.3,4.0,1,0,83.3
Areca Palm,loamy,large,young,57.1,31.7,79.7,322.2,4.9,9.0,3,0,98.0
Monstera,loamy,medium,seedling,70.7,23.0,84.14769505385227,106.3,4.0,42.3,3,0,100.0
Areca Palm,sandy,small,mature,63.6,21.2,27.4,556.4,5.8,32.5,3,0,98.5
Spider Plant,sandy,large,young,27.1,19.5,65.4,1074.6,8.4,70.3,2,0,100.0
Fern,clay,medium,seedling,54.0,24.2,82.512570374127,260.4,3.1,4.4,5,1,100.0
Money Plant,clay,small,young,45.0,32.9,66.5,552.4,5.0,10.8,2,0,100.0
Money Plant,sandy,large,seedling,59.1,26.6,86.4,486.7,6.7,8.2,4,0,100.0
Jade Plant,sandy,medium,young,20.4,37.3,47.5,1132.6,9.2,5.6,1,1,85.9
Areca Palm,sandy,small,young,56.3,25.5,52.7,579.9,4.9,49.5,3,0,98.8
Monstera,clay,medium,young,80.6,24.6,89.06851234337702,150.1,3.4,28.0,3,0,100.0
Tulsi,sandy,large,seedling,67.2,28.1,25.3,373.8,6.3,21.2,2,0,97.8
Spider Plant,sandy,large,young,41.3,34.2,43.1,538.8,6.1,18.0,1,1,100.0
Snake Plant,sandy,medium,mature,26.5,37.9,50.0,377.9,4.7,54.9,2,1,70.9
Tulsi,sandy,small,seedling,44.6,21.7,32.5,312.5,5.1,43.7,2,0,99.4
Snake Plant,loamy,large,young,41.9,21.2,38.4,519.2,6.0,0.9,2,0,100.0
Jade Plant,sandy,medium,young,18.0,31.0,86.5,967.6,7.8,48.0,1,0,87.3
Fern,sandy,large,seedling,76.6,31.2,66.23985127327173,217.0,2.3,8.4,5,0,91.9
Monstera,sandy,large,mature,47.3,35.9,69.94852960288074,364.9,5.0,37.0,3,1,88.6
Spider Plant,loamy,large,seedling,19.3,28.4,44.9,571.7,4.8,59.7,2,1,88.2
Money Plant,sandy,medium,young,57.4,35.5,35.7,510.6,5.9,31.4,4,0,94.8
Fern,loamy,medium,young,47.5,23.4,65.14064368767507,259.9,2.7,9.0,5,1,100.0
Areca Palm,loamy,medium,mature,43.9,36.9,88.9,473.0,6.1,71.7,3,1,79.7
Aloe Vera,sandy,large,seedling,4.0,27.9,26.8,455.2,6.8,63.6,1,1,82.2
Peace Lily,clay,large,seedling,52.1,35.4,92.6930160077981,518.2,5.9,10.6,4,1,82.3
Monstera,clay,small,young,52.5,26.0,60.3509681658796,149.4,2.6,60.1,3,1,87.6
Monstera,sandy,small,mature,71.6,24.7,81.0,126.9,3.2,66.1,4,0,97.0
Jade Plant,loamy,medium,mature,22.8,31.2,88.0,781.4,9.6,69.9,1,0,87.0
Areca Palm,clay,small,seedling,41.5,15.9,70.5,315.5,6.5,17.4,3,0,77.2
Money Plant,clay,small,seedling,64.8,30.8,82.0,590.0,6.6,10.4,4,0,93.0
Tulsi,clay,medium,seedling,36.3,24.9,45.3,596.6,6.4,42.7,4,1,97.1
Tulsi,clay,medium,mature,43.2,36.9,74.7,355.6,5.0,40.0,4,1,86.0
Fern,sandy,large,mature,49.9,19.4,81.92954119909123,437.8,5.1,46.9,5,1,100.0
Areca Palm,loamy,small,young,46.8,19.2,86.3,369.3,6.3,37.5,3,0,100.0
Jade Plant,sandy,small,seedling,20.7,31.7,72.7,990.5,8.7,22.9,1,0,73.1
Areca Palm,loamy,small,young,69.2,15.2,57.8,443.8,4.0,0.4,4,0,90.6
Monstera,loamy,medium,mature,79.0,28.3,87.37833449339576,200.9,3.8,50.7,3,0,99.1
Snake Plant,sandy,large,seedling,28.1,33.7,88.8,522.0,6.8,20.0,2,1,86.7
Peace Lily,loamy,medium,young,76.9,17.3,82.2,113.5,3.3,21.2,5,0,90.8
Aloe Vera,loamy,large,young,31.3,17.5,77.3,479.0,6.4,35.8,1,0,73.4
Aloe Vera,clay,small,young,4.6,32.4,76.4,1040.4,9.4,18.1,1,1,84.9
Areca Palm,sandy,small,seedling,56.9,21.0,54.4,439.8,6.4,69.2,4,0,95.4
Aloe Vera,loamy,small,seedling,5.8,29.6,63.1,318.9,6.3,57.1,1,1,75.3
Jade Plant,loamy,large,mature,28.4,32.3,49.7,1045.0,8.7,61.3,1,0,98.2
Tulsi,sandy,small,seedling,53.0,25.1,47.2,449.4,6.3,58.8,2,0,95.7
Monstera,loamy,small,seedling,42.1,37.8,77.63540092182345,148.1,2.6,58.8,5,1,67.3
Peace Lily,loamy,medium,mature,76.1,34.1,63.34336744867337,373.0,5.2,30.1,5,0,100.0
Peace Lily,loamy,small,mature,47.3,15.9,70.65930398295146,307.1,4.8,6.3,3,1,85.5
Fern,clay,medium,seedling,65.7,24.8,87.73892020532307,251.9,2.8,20.3,5,0,100.0
Areca Palm,sandy,small,mature,37.8,18.0,26.4,376.7,6.0,52.1,3,1,83.1
Tulsi,sandy,small,young,67.1,23.3,86.0,300.6,6.5,0.9,3,0,97.9
Aloe Vera,sandy,small,young,15.6,23.4,92.2,628.4,7.2,34.0,1,0,89.8
Tulsi,loamy,large,seedling,47.9,30.6,66.8,497.1,5.4,35.2,4,0,92.9
Snake Plant,loamy,large,mature,35.9,35.5,64.2,1143.7,7.6,59.3,2,1,74.9
Areca Palm,loamy,medium,young,52.0,34.9,40.2,537.0,4.2,43.7,4,0,95.8
Jade Plant,sandy,large,young,5.1,29.8,81.0,734.9,8.0,19.8,1,1,81.2
Monstera,clay,medium,mature,76.9,26.5,90.1,548.5,5.2,16.1,3,0,96.1
Fern,loamy,small,young,57.7,37.1,85.47700158288146,225.3,2.2,57.3,4,0,88.5
Areca Palm,clay,large,young,38.6,29.3,88.5,371.5,5.9,28.2,4,1,96.4
Peace Lily,clay,medium,mature,51.4,19.4,83.59952408614701,106.2,3.3,29.6,3,1,100.0
Spider Plant,clay,small,seedling,52.1,37.5,76.7,718.3,7.8,40.2,1,0,77.8
Money Plant,loamy,medium,young,45.1,30.7,49.4,380.1,6.0,67.5,2,0,100.0
Areca Palm,loamy,large,mature,60.6,30.6,56.9,461.4,6.6,57.8,4,0,100.0
Tulsi,loamy,large,mature,38.8,18.1,93.1,436.7,6.2,10.1,2,1,100.0
Monstera,sandy,large,young,81.6,26.4,92.9,188.7,2.4,48.1,3,0,100.0
Money Plant,clay,small,seedling,56.4,36.9,94.0,456.5,5.5,18.5,3,0,77.7
Spider Plant,sandy,medium,young,16.9,33.9,92.3,424.3,6.8,5.9,2,1,100.0
Snake Plant,loamy,medium,young,18.9,32.9,41.2,1015.8,7.9,47.5,2,1,97.2
Money Plant,clay,small,seedling,50.7,22.1,51.3,484.1,5.7,34.8,4,0,100.0
Jade Plant,loamy,small,seedling,25.5,29.7,29.0,594.8,6.9,57.8,1,0,89.4
Jade Plant,loamy,large,mature,29.4,28.2,43.3,440.1,6.6,20.3,1,0,100.0
Snake Plant,loamy,small,seedling,53.0,17.1,54.8,325.1,4.7,19.0,1,0,78.6
Spider Plant,clay,small,mature,29.6,33.1,36.6,884.8,8.5,1.6,1,1,97.7
Areca Palm,clay,small,mature,48.1,34.4,49.8,308.5,5.4,58.5,4,0,100.0
Peace Lily,sandy,medium,seedling,68.4,22.2,86.3,377.4,5.3,45.9,3,0,96.1
Money Plant,loamy,small,seedling,41.5,23.7,59.2,361.2,5.9,56.5,3,0,98.6
Tulsi,sandy,small,mature,64.7,22.1,36.5,583.9,6.0,53.9,3,0,98.7
Aloe Vera,loamy,medium,mature,6.1,18.1,79.2,665.2,9.3,49.4,1,1,71.7
Jade Plant,loamy,large,mature,14.9,22.2,76.4,920.4,8.8,61.3,1,0,83.3
Aloe Vera,clay,medium,mature,7.7,37.3,53.1,821.2,8.6,38.4,1,1,87.7
Jade Plant,loamy,large,young,9.0,37.3,37.8,466.5,6.8,42.7,1,1,93.3
Fern,sandy,large,seedling,66.1,36.8,76.6,400.8,4.1,66.7,5,0,80.0
Money Plant,clay,large,mature,69.7,26.7,66.0,542.5,6.5,26.0,4,0,100.0
Monstera,sandy,medium,seedling,62.6,21.5,74.1,382.0,5.1,28.1,4,0,100.0
Aloe Vera,sandy,medium,young,15.3,21.5,28.7,919.2,7.5,36.8,1,0,96.4
Monstera,loamy,medium,seedling,56.7,37.1,88.08143904265944,218.7,4.0,56.5,4,0,83.2
Fern,clay,large,young,67.5,30.0,64.24491942506191,376.2,5.5,33.7,3,0,100.0
Monstera,clay,large,seedling,73.8,28.9,80.0726637183514,556.3,6.0,58.6,3,0,96.4
Monstera,clay,small,young,49.7,28.0,92.8326554316763,512.0,5.2,21.4,5,1,96.2
Spider Plant,sandy,small,seedling,21.0,23.5,70.4,490.4,5.2,36.6,2,0,100.0
Monstera,sandy,medium,mature,80.6,28.2,63.17818803729516,477.5,5.4,19.1,4,0,99.1
Monstera,clay,medium,mature,73.1,31.1,89.495319619586,562.8,4.9,12.5,4,0,100.0
Snake Plant,clay,large,young,46.8,30.7,85.4,917.5,7.6,9.6,2,0,96.5
Monstera,sandy,small,seedling,74.2,28.8,76.6528955367297,181.7,2.4,58.7,3,0,100.0
Monstera,sandy,medium,mature,54.5,36.2,65.71796964358613,200.9,3.5,68.9,3,1,79.6
Peace Lily,sandy,small,mature,69.6,35.0,61.32513684547675,387.6,5.1,45.8,3,0,100.0
Tulsi,loamy,large,seedling,50.0,25.2,90.2,354.8,6.4,45.0,3,0,98.2
Monstera,sandy,small,mature,71.5,37.9,85.04080500763884,364.8,4.1,30.1,3,0,92.5
Tulsi,sandy,medium,seedling,34.0,15.9,34.7,320.3,6.3,13.9,3,1,81.3
Monstera,loamy,large,young,75.5,37.0,67.5801626638362,172.2,4.0,25.7,4,0,87.5
Money Plant,clay,small,seedling,36.1,27.9,64.2,499.6,4.7,40.9,3,1,98.6
Areca Palm,loamy,small,seedling,66.9,25.7,84.5,483.7,6.9,71.2,2,0,100.0
Monstera,sandy,large,young,82.5,26.9,83.95273491115503,282.5,3.8,26.9,3,0,100.0
Money Plant,loamy,small,young,56.5,27.5,26.3,308.3,4.5,47.2,3,0,99.8
Tulsi,sandy,large,mature,47.5,34.4,93.3,493.0,5.8,23.3,2,0,99.1
Money Plant,sandy,small,seedling,57.6,16.7,47.9,439.4,5.5,25.3,4,0,79.6
Areca Palm,loamy,small,seedling,68.7,18.8,26.0,538.3,5.6,62.2,4,0,93.9
Monstera,sandy,medium,young,71.6,15.3,93.13859073621204,314.1,5.7,37.0,3,0,90.5
Areca Palm,loamy,medium,mature,46.5,31.1,58.9,597.3,5.0,42.3,4,0,100.0
Snake Plant,clay,medium,seedling,31.0,21.8,83.0,486.6,6.0,48.8,1,0,96.3
Tulsi,loamy,medium,young,43.0,17.4,88.8,392.5,4.4,69.7,4,0,87.3
Fern,clay,large,young,71.4,36.0,72.7,177.2,3.9,47.7,4,0,94.3
Jade Plant,sandy,large,young,30.7,17.5,79.9,1132.0,8.9,32.3,1,0,79.7
Areca Palm,loamy,large,mature,55.0,30.5,73.6,580.8,6.5,64.7,4,0,100.0
Fern,clay,medium,young,48.1,29.3,92.0,437.3,5.7,10.9,4,1,99.3
Snake Plant,loamy,medium,mature,36.3,20.4,65.5,441.8,5.1,5.2,2,0,96.6
Jade Plant,sandy,small,young,19.3,32.0,49.9,688.3,8.1,64.4,1,0,100.0
Areca Palm,loamy,small,young,50.8,25.1,45.5,403.4,4.6,57.7,4,0,100.0
Peace Lily,clay,large,seedling,79.5,37.7,88.0,532.0,5.3,67.7,3,0,77.2
Tulsi,clay,small,young,49.2,32.9,33.2,596.7,7.0,11.1,3,0,97.5
Money Plant,loamy,medium,young,46.4,30.2,85.4,370.2,4.3,50.8,4,0,96.8
Spider Plant,clay,small,seedling,48.6,28.3,79.9,1086.7,8.6,15.3,2,0,100.0
Money Plant,loamy,small,seedling,35.1,19.7,88.7,421.7,6.5,47.1,2,1,96.3
Fern,clay,medium,mature,79.6,36.5,94.92878984711348,244.0,3.8,31.8,5,0,94.7
Areca Palm,sandy,medium,seedling,47.7,15.6,44.1,374.3,6.4,32.1,3,0,84.9
Monstera,loamy,large,seedling,82.6,31.8,71.2,324.7,4.2,52.4,4,0,93.3
Spider Plant,sandy,large,mature,14.7,25.5,38.1,1024.7,8.5,57.6,2,1,88.3
Peace Lily,clay,medium,mature,49.9,25.1,85.3551602548475,154.8,3.2,35.2,5,1,98.6
Aloe Vera,loamy,small,young,17.0,17.5,76.4,851.0,7.9,51.0,1,0,76.9
Tulsi,sandy,large,seedling,54.4,18.1,75.0,457.2,6.5,60.5,4,0,94.2
Snake Plant,clay,large,seedling,18.7,15.3,73.9,604.0,7.3,51.7,1,1,69.5
Monstera,clay,medium,young,58.0,36.2,69.30714990098926,439.4,4.9,50.1,5,0,88.9
Monstera,clay,medium,mature,47.4,28.5,74.06542844322902,393.0,5.3,31.7,3,1,99.0
Areca Palm,clay,medium,young,68.7,31.6,51.9,314.1,6.9,25.4,3,0,95.1
Peace Lily,loamy,small,mature,55.1,25.0,62.471337409208715,157.5,3.5,44.9,3,0,100.0
Fern,sandy,large,mature,63.4,26.5,94.7,101.0,2.6,5.5,4,0,100.0
Peace Lily,loamy,small,young,74.7,35.5,87.42727178171538,205.2,2.9,56.5,4,0,87.8
Money Plant,clay,medium,seedling,50.4,22.0,85.3,348.7,4.1,62.4,4,0,97.6
Money Plant,sandy,small,mature,67.3,31.0,95.0,305.9,4.7,5.7,2,0,100.0
Fern,clay,large,seedling,65.8,24.2,78.30745717462408,126.7,3.3,20.8,4,0,96.5
Spider Plant,sandy,medium,seedling,30.5,21.4,53.8,512.3,5.7,37.7,2,0,98.2
Areca Palm,loamy,large,seedling,70.9,30.0,56.9,404.7,4.7,28.6,4,0,89.2
Jade Plant,clay,small,mature,19.0,37.7,81.6,813.2,9.2,63.7,1,1,60.4
Monstera,sandy,medium,mature,78.7,27.3,91.63852558737142,480.0,4.8,54.0,4,0,100.0
Spider Plant,sandy,medium,young,29.0,36.5,46.5,418.0,7.0,63.7,1,1,79.4
Monstera,sandy,medium,mature,59.9,34.8,83.6,212.9,3.7,60.4,5,0,100.0
Money Plant,sandy,small,seedling,63.9,30.1,90.1,317.4,5.8,56.6,2,0,91.2
Tulsi,sandy,small,mature,36.7,37.0,56.8,558.1,4.4,26.3,2,1,85.8
Money Plant,loamy,medium,young,67.5,31.8,51.8,506.6,4.8,10.8,4,0,95.9
Peace Lily,clay,medium,seedling,51.9,29.5,72.3482486700746,386.4,4.1,52.7,5,1,73.8
Peace Lily,sandy,large,mature,51.1,17.1,77.30805982638714,271.0,3.3,54.5,5,1,78.4
Snake Plant,loamy,medium,seedling,34.4,16.4,86.9,807.9,7.8,35.1,1,0,78.7
Jade Plant,sandy,large,seedling,28.0,36.7,61.1,1129.2,8.6,43.8,1,1,79.7
Tulsi,clay,medium,seedling,37.0,22.0,80.1,445.3,4.0,48.2,4,1,81.7
Peace Lily,loamy,large,seedling,78.8,36.6,82.03599246224334,187.2,2.9,24.7,4,0,79.4
Snake Plant,clay,small,young,27.3,23.2,91.3,332.0,6.8,33.7,2,0,96.0
Spider Plant,clay,medium,seedling,36.7,22.8,72.8,707.5,7.0,51.0,1,0,100.0
Snake Plant,clay,small,mature,47.1,17.3,86.9,941.6,7.2,31.4,1,0,89.7
Fern,loamy,large,young,77.3,26.6,87.4,549.7,4.8,5.0,4,0,96.3
Jade Plant,sandy,small,young,6.7,36.1,73.2,808.0,9.9,17.5,1,1,77.0
Peace Lily,clay,medium,mature,76.7,36.2,91.4,288.1,2.4,13.5,3,0,86.8
Spider Plant,loamy,large,mature,14.4,22.5,31.2,713.8,8.2,18.1,2,1,97.2
Monstera,clay,medium,seedling,65.9,33.9,80.58838168719161,131.3,3.0,54.7,4,0,94.2
Money Plant,loamy,small,young,69.2,29.5,36.6,450.1,5.2,23.0,3,0,99.6
Money Plant,loamy,large,young,52.7,36.2,47.4,365.5,5.8,38.9,2,0,88.7
Money Plant,sandy,small,mature,47.2,16.0,29.2,402.6,6.9,52.6,4,0,89.2
Areca Palm,clay,medium,young,38.8,24.3,63.6,392.7,5.7,33.3,2,1,95.3
Monstera,clay,medium,mature,55.6,20.0,72.37974701596612,528.2,5.2,29.7,4,0,100.0
Monstera,sandy,medium,young,54.2,32.2,76.4,294.6,2.8,54.5,4,1,88.2
Fern,clay,small,mature,66.3,34.4,72.56413928886687,408.3,5.3,41.8,4,0,98.3
Spider Plant,sandy,small,mature,23.0,36.2,89.3,394.4,6.2,13.1,1,1,93.4
Monstera,loamy,medium,mature,49.7,18.2,71.41236929774539,401.6,4.9,34.6,3,1,100.0
Peace Lily,loamy,small,young,59.5,29.7,69.55555291811402,287.1,3.1,22.1,3,0,95.6
Jade Plant,clay,small,mature,9.6,16.8,80.3,685.6,8.4,1.2,1,1,77.8
Peace Lily,loamy,small,young,65.0,35.5,81.25744415319448,117.4,3.5,71.2,3,0,91.7
Monstera,loamy,medium,seedling,75.0,27.8,82.62439670686808,398.5,4.4,43.4,5,0,100.0
Areca Palm,loamy,small,mature,50.8,38.0,45.6,307.2,6.1,68.5,3,0,89.4
Tulsi,clay,medium,young,57.8,24.9,52.4,429.4,5.7,49.3,4,0,95.0
Jade Plant,loamy,medium,seedling,31.3,26.9,60.4,1143.3,9.0,1.2,1,0,98.3
Jade Plant,sandy,medium,mature,24.2,24.8,65.0,939.3,7.5,61.2,1,0,97.1
Tulsi,clay,medium,mature,58.3,33.7,59.1,564.6,6.2,66.4,3,0,100.0
Jade Plant,loamy,small,young,10.2,37.1,75.9,534.3,6.7,49.0,1,1,57.5
Monstera,clay,medium,young,82.4,17.4,80.98233670376516,326.1,5.0,3.5,4,0,88.8
Fern,clay,small,mature,73.0,33.7,84.33889294611078,582.8,5.8,44.4,5,0,96.7
Monstera,loamy,medium,seedling,73.4,32.3,83.65424422038879,325.0,4.5,68.9,5,0,91.2
Peace Lily,clay,small,seedling,77.6,30.3,67.9750343362921,560.6,4.6,39.2,5,0,90.4
Snake Plant,clay,large,mature,38.1,19.4,57.8,1074.0,7.2,14.7,1,0,100.0
Jade Plant,sandy,large,mature,24.8,27.7,25.2,696.0,9.5,57.6,1,0,95.8
Aloe Vera,sandy,large,young,8.7,19.1,25.4,818.3,8.3,15.6,1,1,100.0
Aloe Vera,clay,large,mature,27.8,20.0,29.7,706.5,8.4,12.1,1,0,95.5
Aloe Vera,sandy,large,mature,3.4,36.0,58.9,486.7,6.4,43.5,1,1,94.0
Aloe Vera,sandy,large,young,29.1,26.2,47.4,608.2,8.8,50.3,1,0,100.0
Jade Plant,loamy,large,seedling,13.1,36.9,51.3,727.5,9.8,54.6,1,1,69.4
Monstera,loamy,small,young,62.3,37.8,79.9,393.8,5.7,51.8,4,0,88.0
Jade Plant,sandy,small,young,23.3,37.5,29.1,606.5,8.2,34.7,1,1,90.3
Tulsi,sandy,medium,seedling,71.7,16.1,41.6,558.3,5.6,39.3,4,0,82.3
Monstera,loamy,large,mature,50.7,29.8,73.31538389110786,307.5,4.7,62.0,3,1,88.7
Aloe Vera,sandy,medium,mature,23.1,16.7,41.3,712.1,9.0,32.5,1,0,86.6
Tulsi,loamy,small,seedling,50.2,17.0,32.8,387.0,5.0,38.1,4,0,84.1
Aloe Vera,sandy,medium,young,27.1,30.6,32.1,903.3,7.6,8.1,1,0,99.3
Areca Palm,loamy,large,young,34.1,31.9,91.7,356.6,4.3,28.6,3,1,97.6
Tulsi,clay,medium,seedling,34.9,32.9,36.9,445.0,4.9,58.1,4,1,79.4
Aloe Vera,loamy,small,young,25.4,36.7,25.8,456.6,6.3,56.1,1,1,70.6
Peace Lily,sandy,medium,young,53.0,33.3,65.73358248301743,285.8,3.2,32.2,4,1,97.3
Areca Palm,loamy,medium,young,64.3,25.4,59.4,368.2,6.0,1.7,4,0,99.5
Monstera,loamy,medium,seedling,56.3,22.8,91.35293122583812,280.6,2.3,31.8,5,0,99.5
Jade Plant,clay,small,mature,5.2,18.2,38.1,928.3,9.4,17.0,1,1,95.1
Snake Plant,sandy,small,seedling,31.6,34.0,42.9,920.5,8.2,5.3,1,1,91.2
Money Plant,clay,small,seedling,36.9,22.0,53.1,514.0,5.4,19.7,4,1,100.0
Snake Plant,loamy,small,young,34.2,16.1,52.5,573.7,6.8,40.0,2,0,94.5
Snake Plant,sandy,medium,seedling,14.7,25.3,71.2,324.1,6.7,17.7,2,1,100.0
Fern,sandy,large,seedling,71.7,36.0,88.73311312353236,181.4,3.3,57.3,4,0,79.0
Areca Palm,clay,small,mature,56.1,34.8,34.0,445.2,4.1,40.9,4,0,100.0
Areca Palm,clay,medium,young,67.9,16.7,88.0,312.0,6.3,63.7,3,0,91.7
Fern,sandy,medium,mature,55.5,37.7,92.0,231.4,3.8,23.2,5,0,86.9
